Welcome to the profile statistics browser.
profiling/profiling.data% profiling/profiling.data% Mon Jan  7 17:29:53 2019    profiling/profiling.data

         430080 function calls (421447 primitive calls) in 115.482 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-45>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-49>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-50>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-52>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-53>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-55>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-57>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-63>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-63>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-19>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:456(OutDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:479(InDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:502(MultiDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:536(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:573(InMultiDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:600(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/reportviews.py:684(EdgeDataView)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/utils/heaps.py:153(_Node)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_random_state)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/decorator.py:281(ContextManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2380(_empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:40(NetworkXException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:44(NetworkXError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:48(NetworkXPointlessConcept)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:64(NetworkXAlgorithmError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:68(NetworkXUnfeasible)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:73(NetworkXNoPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:83(HasACycle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:90(NetworkXUnbounded)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:95(NetworkXNotImplemented)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:99(NodeNotFound)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:103(AmbiguousSolution)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:115(ExceededMaxIterations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/exception.py:125(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:95(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:166(MAError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:174(MaskError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:208(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:839(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:876(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:1124(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:6284(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/polynomial/polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/polynomial/polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ast.py:51(_convert)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ast.py:266(NodeTransformer)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/index_tricks.py:351(RClass)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1574(RootLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:137(_AssertRaisesBaseContext)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:190(_checkLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1109(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1161(ComplexFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/arrayprint.py:1286(StructureFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/_endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:256(c_wchar)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:683(TooHardError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:686(AxisError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:957(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:962(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_import_tools.py:339(PackageLoaderDebug)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 tsp/ga_parallel.py:18(MessageGA)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_globals.py:33(ModuleDeprecationWarning)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/_globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:300(_MainProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1207(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1722(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:2275(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:720(BrokenBarrierError)
